locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOBIDPDJ_00374	CDS	1899	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
HOBIDPDJ_00375	CDS	441	mioC		COG0716	Protein MioC
HOBIDPDJ_00376	CDS	462	asnC		COG1522	Regulatory protein AsnC
HOBIDPDJ_00377	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
HOBIDPDJ_00378	CDS	1458	viaA		COG2425	Protein ViaA
HOBIDPDJ_00379	CDS	1500	ravA	3.6.3.-	COG0714	ATPase RavA
HOBIDPDJ_00380	CDS	927	rbsK_1	2.7.1.15	COG0524	Ribokinase
HOBIDPDJ_00381	CDS	1350	hsrA_1			putative transport protein HsrA
HOBIDPDJ_00382	CDS	687	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
HOBIDPDJ_00383	CDS	384				hypothetical protein
HOBIDPDJ_00384	CDS	336				hypothetical protein
HOBIDPDJ_00385	CDS	507	cdiI4			Immunity protein CdiI-o11
HOBIDPDJ_00386	CDS	507	rfaB	2.4.1.-	COG0438	Lipopolysaccharide 1,6-galactosyltransferase
HOBIDPDJ_00387	CDS	426				hypothetical protein
HOBIDPDJ_00388	CDS	2577	clpB		COG0542	Chaperone protein ClpB
HOBIDPDJ_00389	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
HOBIDPDJ_00390	CDS	978	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
HOBIDPDJ_00391	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
HOBIDPDJ_00392	CDS	336	raiA		COG1544	Ribosome-associated inhibitor A
HOBIDPDJ_00393	CDS	1158	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
HOBIDPDJ_00394	CDS	1344	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
HOBIDPDJ_00395	CDS	156				hypothetical protein
HOBIDPDJ_00396	CDS	174				hypothetical protein
HOBIDPDJ_00397	CDS	1125	tyrA		COG0287	T-protein
HOBIDPDJ_00398	CDS	1095	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
HOBIDPDJ_00399	CDS	354	rplS		COG0335	50S ribosomal protein L19
HOBIDPDJ_00400	CDS	753	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
HOBIDPDJ_00401	CDS	546	rimM		COG0806	Ribosome maturation factor RimM
HOBIDPDJ_00402	CDS	249	rpsP		COG0228	30S ribosomal protein S16
HOBIDPDJ_00403	CDS	1362	ffh		COG0541	Signal recognition particle protein
HOBIDPDJ_00404	CDS	801	ypjD		COG4137	Inner membrane protein YpjD
HOBIDPDJ_00405	CDS	1275				hypothetical protein
HOBIDPDJ_00406	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
HOBIDPDJ_00407	CDS	1581	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
HOBIDPDJ_00408	tRNA	77				tRNA-Arg(acg)
HOBIDPDJ_00409	tRNA	77				tRNA-Arg(acg)
HOBIDPDJ_00410	tRNA	77				tRNA-Arg(acg)
HOBIDPDJ_00411	tRNA	74				tRNA-Arg(tcg)
HOBIDPDJ_00412	tRNA	77				tRNA-Arg(acg)
HOBIDPDJ_00413	tRNA	93				tRNA-Ser(gct)
HOBIDPDJ_00414	CDS	189	csrA		COG1551	Translational regulator CsrA
HOBIDPDJ_00415	CDS	2628	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
HOBIDPDJ_00416	CDS	1068	recA		COG0468	Protein RecA
HOBIDPDJ_00417	CDS	507	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
HOBIDPDJ_00418	CDS	1203	lplT			Lysophospholipid transporter LplT
HOBIDPDJ_00419	CDS	2160	aas		COG0204	Bifunctional protein Aas
HOBIDPDJ_00420	CDS	513	aroL	2.7.1.71	COG0703	Shikimate kinase 2
HOBIDPDJ_00421	CDS	1254	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
HOBIDPDJ_00422	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
HOBIDPDJ_00423	CDS	402	crl			Sigma factor-binding protein Crl
HOBIDPDJ_00424	CDS	1251				hypothetical protein
HOBIDPDJ_00425	CDS	462	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
HOBIDPDJ_00426	CDS	1458	pepD_1	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
HOBIDPDJ_00427	CDS	2163	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
HOBIDPDJ_00428	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
HOBIDPDJ_00429	CDS	873			COG0584	putative protein
HOBIDPDJ_00430	CDS	213				hypothetical protein
HOBIDPDJ_00431	CDS	228				hypothetical protein
HOBIDPDJ_00432	CDS	990	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
HOBIDPDJ_00433	CDS	1227	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
HOBIDPDJ_00434	CDS	597	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
HOBIDPDJ_00435	CDS	630	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
HOBIDPDJ_00436	CDS	786	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
HOBIDPDJ_00437	CDS	1239	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
HOBIDPDJ_00438	CDS	1341	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
HOBIDPDJ_00439	CDS	753				hypothetical protein
HOBIDPDJ_00440	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
HOBIDPDJ_00441	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
HOBIDPDJ_00442	CDS	2448	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
HOBIDPDJ_00443	CDS	1245	lysA_1	4.1.1.20		Diaminopimelate decarboxylase
HOBIDPDJ_00444	CDS	927	occR			Octopine catabolism/uptake operon regulatory protein OccR
HOBIDPDJ_00445	CDS	921	dmlR_1			HTH-type transcriptional regulator DmlR
HOBIDPDJ_00446	CDS	873				hypothetical protein
HOBIDPDJ_00447	CDS	666				hypothetical protein
HOBIDPDJ_00448	CDS	633				hypothetical protein
HOBIDPDJ_00449	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
HOBIDPDJ_00450	CDS	957	gshB	6.3.2.3	COG0189	Glutathione synthetase
HOBIDPDJ_00451	CDS	564				hypothetical protein
HOBIDPDJ_00452	CDS	420	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
HOBIDPDJ_00453	CDS	1020	yggR		COG2805	putative protein YggR
HOBIDPDJ_00454	CDS	699	yggS		COG0325	Pyridoxal phosphate homeostasis protein
HOBIDPDJ_00455	CDS	819	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
HOBIDPDJ_00456	CDS	564				hypothetical protein
HOBIDPDJ_00457	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
HOBIDPDJ_00458	CDS	1131	hemW		COG0635	Heme chaperone HemW
HOBIDPDJ_00459	CDS	951	yclQ_1		COG4607	Petrobactin-binding protein YclQ
HOBIDPDJ_00460	CDS	738				hypothetical protein
HOBIDPDJ_00461	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
HOBIDPDJ_00462	CDS	327			COG3171	putative protein
HOBIDPDJ_00463	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
HOBIDPDJ_00464	CDS	1041	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
HOBIDPDJ_00465	CDS	273	yggX		COG2924	putative Fe(2+)-trafficking protein
HOBIDPDJ_00466	CDS	1071	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
HOBIDPDJ_00467	tRNA	76				tRNA-Phe(gaa)
HOBIDPDJ_00468	CDS	297				IS3 family transposase ISSba3
HOBIDPDJ_00469	CDS	273				hypothetical protein
HOBIDPDJ_00470	CDS	270				hypothetical protein
HOBIDPDJ_00471	CDS	567				hypothetical protein
HOBIDPDJ_00472	CDS	705				hypothetical protein
HOBIDPDJ_00473	CDS	555				hypothetical protein
HOBIDPDJ_00474	CDS	981				hypothetical protein
HOBIDPDJ_00475	CDS	171				hypothetical protein
HOBIDPDJ_00476	CDS	453				hypothetical protein
HOBIDPDJ_00477	CDS	861				hypothetical protein
HOBIDPDJ_00478	CDS	90				hypothetical protein
HOBIDPDJ_00479	CDS	192				hypothetical protein
HOBIDPDJ_00480	CDS	414	tnpR		COG1961	Transposon gamma-delta resolvase
HOBIDPDJ_00481	CDS	771				hypothetical protein
HOBIDPDJ_00482	CDS	2163	speF_1	4.1.1.17	COG1982	Inducible ornithine decarboxylase
HOBIDPDJ_00483	CDS	1329	potE		COG0531	Putrescine transporter PotE
HOBIDPDJ_00484	CDS	693	acuR			Transcriptional regulator AcuR
HOBIDPDJ_00485	CDS	1152				hypothetical protein
HOBIDPDJ_00486	CDS	537				hypothetical protein
HOBIDPDJ_00487	CDS	534	papK			Fimbrial adapter PapK
HOBIDPDJ_00488	CDS	429				hypothetical protein
HOBIDPDJ_00489	CDS	732	papD_1		COG3121	Chaperone protein PapD
HOBIDPDJ_00490	CDS	2523	papC_1		COG3188	Outer membrane usher protein PapC
HOBIDPDJ_00491	CDS	573	fimA_1			Type-1 fimbrial protein, A chain
HOBIDPDJ_00492	CDS	561	papA_1			Pap fimbrial major pilin protein
HOBIDPDJ_00493	CDS	285				hypothetical protein
HOBIDPDJ_00494	CDS	825				hypothetical protein
HOBIDPDJ_00495	CDS	453				hypothetical protein
HOBIDPDJ_00496	CDS	969	treR		COG1609	HTH-type transcriptional regulator TreR
HOBIDPDJ_00497	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
HOBIDPDJ_00498	CDS	2718	trePP	2.4.1.216	COG1554	Trehalose 6-phosphate phosphorylase
HOBIDPDJ_00499	CDS	645	yvdM	5.4.2.6	COG0637	Beta-phosphoglucomutase
HOBIDPDJ_00500	CDS	1386				hypothetical protein
HOBIDPDJ_00501	CDS	1257		3.-.-.-	COG0624	putative hydrolase
HOBIDPDJ_00502	CDS	885				hypothetical protein
HOBIDPDJ_00503	CDS	1497				hypothetical protein
HOBIDPDJ_00504	CDS	471	prtC_1	3.4.24.40		Serralysin C
HOBIDPDJ_00505	CDS	417				hypothetical protein
HOBIDPDJ_00506	CDS	1965				hypothetical protein
HOBIDPDJ_00507	CDS	2064				hypothetical protein
HOBIDPDJ_00508	CDS	1476		3.4.24.40		Serralysin
HOBIDPDJ_00509	CDS	1740	prsD			Type I secretion system ATP-binding protein PrsD
HOBIDPDJ_00510	CDS	1326	prsE_1			Type I secretion system membrane fusion protein PrsE
HOBIDPDJ_00511	CDS	1350	tolC_1		COG1538	Outer membrane protein TolC
HOBIDPDJ_00512	CDS	1647	arnT_1	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
HOBIDPDJ_00513	CDS	339				hypothetical protein
HOBIDPDJ_00514	CDS	378				hypothetical protein
HOBIDPDJ_00515	CDS	1575	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
HOBIDPDJ_00516	CDS	324				hypothetical protein
HOBIDPDJ_00517	CDS	828				hypothetical protein
HOBIDPDJ_00518	CDS	549	mrpA_1		COG3539	Major MR/P fimbria protein
HOBIDPDJ_00519	CDS	486	yfcQ_1			putative fimbrial-like protein YfcQ
HOBIDPDJ_00520	CDS	546				hypothetical protein
HOBIDPDJ_00521	CDS	759	papD_2		COG3121	Chaperone protein PapD
HOBIDPDJ_00522	CDS	2616	papC_2		COG3188	Outer membrane usher protein PapC
HOBIDPDJ_00523	CDS	561				hypothetical protein
HOBIDPDJ_00524	CDS	528	mrpA_2		COG3539	Major MR/P fimbria protein
HOBIDPDJ_00525	CDS	567				ISKra4 family transposase ISCep1
HOBIDPDJ_00526	CDS	321				hypothetical protein
HOBIDPDJ_00527	CDS	849				hypothetical protein
HOBIDPDJ_00528	CDS	537	mrpA_3		COG3539	Major MR/P fimbria protein
HOBIDPDJ_00529	CDS	519	yfcQ_2			putative fimbrial-like protein YfcQ
HOBIDPDJ_00530	CDS	555	yfcQ_3			putative fimbrial-like protein YfcQ
HOBIDPDJ_00531	CDS	759	yfcS		COG3121	putative fimbrial chaperone YfcS
HOBIDPDJ_00532	CDS	2628	papC_3		COG3188	Outer membrane usher protein PapC
HOBIDPDJ_00533	CDS	528	mrpA_4		COG3539	Major MR/P fimbria protein
HOBIDPDJ_00534	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
HOBIDPDJ_00535	CDS	675				hypothetical protein
HOBIDPDJ_00536	CDS	636				hypothetical protein
HOBIDPDJ_00537	CDS	2004			COG1292	Glycine betaine transporter
HOBIDPDJ_00538	CDS	438	farR			HTH-type transcriptional regulator FarR
HOBIDPDJ_00539	CDS	192				hypothetical protein
HOBIDPDJ_00540	CDS	519	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
HOBIDPDJ_00541	CDS	1479	dtpB		COG3104	Dipeptide and tripeptide permease B
HOBIDPDJ_00542	CDS	213				hypothetical protein
HOBIDPDJ_00543	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
HOBIDPDJ_00544	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
HOBIDPDJ_00545	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
HOBIDPDJ_00546	CDS	1995	tktA	2.2.1.1	COG0021	Transketolase 1
HOBIDPDJ_00547	CDS	447				hypothetical protein
HOBIDPDJ_00548	CDS	1128	btuF_1			Vitamin B12-binding protein
HOBIDPDJ_00549	CDS	1212	sbnD_1			Staphyloferrin B transporter
HOBIDPDJ_00550	CDS	1158				hypothetical protein
HOBIDPDJ_00551	CDS	1017	cysK_1	2.5.1.47		Cysteine synthase
HOBIDPDJ_00552	CDS	1404	lysA_2	4.1.1.20		Diaminopimelate decarboxylase
HOBIDPDJ_00553	CDS	2112	fatA			Ferric-anguibactin receptor FatA
HOBIDPDJ_00554	CDS	1881				hypothetical protein
HOBIDPDJ_00555	CDS	837		4.1.-.-	COG2301	Citrate lyase subunit beta-like protein
HOBIDPDJ_00556	CDS	795	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
HOBIDPDJ_00557	CDS	579	hmuU_1		COG0609	Hemin transport system permease protein HmuU
HOBIDPDJ_00558	CDS	504	btuC_1			Vitamin B12 import system permease protein BtuC
HOBIDPDJ_00559	CDS	138				hypothetical protein
HOBIDPDJ_00560	CDS	303				hypothetical protein
HOBIDPDJ_00561	CDS	756				hypothetical protein
HOBIDPDJ_00562	CDS	522				hypothetical protein
HOBIDPDJ_00563	CDS	2412				hypothetical protein
HOBIDPDJ_00564	CDS	1257				hypothetical protein
HOBIDPDJ_00565	tRNA	77				tRNA-Asp(gtc)
HOBIDPDJ_00566	CDS	759	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
HOBIDPDJ_00567	CDS	480	rnhA	3.1.26.4	COG0328	Ribonuclease HI
HOBIDPDJ_00568	CDS	714				hypothetical protein
HOBIDPDJ_00569	CDS	756	gloB_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
HOBIDPDJ_00570	CDS	1335	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
HOBIDPDJ_00571	CDS	1638	ipdC_1	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
HOBIDPDJ_00572	CDS	1383	sdcS			Sodium-dependent dicarboxylate transporter SdcS
HOBIDPDJ_00573	CDS	1302	eno	4.2.1.11	COG0148	Enolase
HOBIDPDJ_00574	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
HOBIDPDJ_00575	CDS	798	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
HOBIDPDJ_00576	CDS	2241	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
HOBIDPDJ_00577	CDS	1326	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
HOBIDPDJ_00578	CDS	1509	dgt_1	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
HOBIDPDJ_00579	CDS	708	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
HOBIDPDJ_00580	CDS	831	btuF_2		COG0614	Vitamin B12-binding protein
HOBIDPDJ_00581	CDS	363	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
HOBIDPDJ_00582	CDS	327	recT_1		COG3723	Protein RecT
HOBIDPDJ_00583	tRNA	76				tRNA-Glu(ttc)
HOBIDPDJ_00584	CDS	333				hypothetical protein
HOBIDPDJ_00585	CDS	309				hypothetical protein
HOBIDPDJ_00586	CDS	630	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
HOBIDPDJ_00587	CDS	453	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
HOBIDPDJ_00588	CDS	1104	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
HOBIDPDJ_00589	CDS	630	hflD		COG2915	High frequency lysogenization protein HflD
HOBIDPDJ_00590	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
HOBIDPDJ_00591	CDS	681	phoP			Transcriptional regulatory protein PhoP
HOBIDPDJ_00592	CDS	1464	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
HOBIDPDJ_00593	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
HOBIDPDJ_00594	CDS	294				hypothetical protein
HOBIDPDJ_00595	CDS	1245	pepT_1	3.4.11.4	COG2195	Peptidase T
HOBIDPDJ_00596	CDS	858	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
HOBIDPDJ_00597	CDS	1248	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
HOBIDPDJ_00598	CDS	705	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
HOBIDPDJ_00599	CDS	1164	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
HOBIDPDJ_00600	CDS	3456	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
HOBIDPDJ_00601	CDS	501				hypothetical protein
HOBIDPDJ_00602	CDS	1308	ndh	1.6.99.3	COG1252	NADH dehydrogenase
HOBIDPDJ_00603	CDS	546				hypothetical protein
HOBIDPDJ_00604	CDS	1020	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
HOBIDPDJ_00605	CDS	912	thiK	2.7.1.89	COG0510	Thiamine kinase
HOBIDPDJ_00606	CDS	582	lpoB		COG3417	Penicillin-binding protein activator LpoB
HOBIDPDJ_00607	CDS	402				hypothetical protein
HOBIDPDJ_00608	CDS	351		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
HOBIDPDJ_00609	CDS	786	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
HOBIDPDJ_00610	CDS	987	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
HOBIDPDJ_00611	CDS	645	tmk	2.7.4.9	COG0125	Thymidylate kinase
HOBIDPDJ_00612	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
HOBIDPDJ_00613	CDS	828	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
HOBIDPDJ_00614	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
HOBIDPDJ_00615	CDS	237	acpP_1		COG0236	Acyl carrier protein
HOBIDPDJ_00616	CDS	735	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HOBIDPDJ_00617	CDS	933	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
HOBIDPDJ_00618	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
HOBIDPDJ_00619	CDS	1008	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
HOBIDPDJ_00620	CDS	171	rpmF		COG0333	50S ribosomal protein L32
HOBIDPDJ_00621	CDS	534	yceD_1		COG1399	Large ribosomal RNA subunit accumulation protein YceD
HOBIDPDJ_00622	CDS	600	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
HOBIDPDJ_00623	CDS	399				hypothetical protein
HOBIDPDJ_00624	CDS	954	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
HOBIDPDJ_00625	CDS	3522	rne	3.1.26.12		Ribonuclease E
HOBIDPDJ_00626	CDS	339				hypothetical protein
HOBIDPDJ_00627	CDS	1263	lacY			Lactose permease
HOBIDPDJ_00628	CDS	420	fosA	2.5.1.18	COG0346	Glutathione transferase FosA
HOBIDPDJ_00629	CDS	1431	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
HOBIDPDJ_00630	CDS	1770	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
HOBIDPDJ_00631	CDS	894	cynR			HTH-type transcriptional regulator CynR
HOBIDPDJ_00632	CDS	1650	ipdC_2	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
HOBIDPDJ_00633	CDS	2922				hypothetical protein
HOBIDPDJ_00634	CDS	1380	plaP		COG0531	Low-affinity putrescine importer PlaP
HOBIDPDJ_00635	CDS	2007	cirA_1		COG4771	Colicin I receptor
HOBIDPDJ_00636	CDS	1488	lysP		COG0833	Lysine-specific permease
HOBIDPDJ_00637	CDS	891	cysL		COG0583	HTH-type transcriptional regulator CysL
HOBIDPDJ_00638	CDS	1086				hypothetical protein
HOBIDPDJ_00639	CDS	846	nfo	3.1.21.2	COG0648	Endonuclease 4
HOBIDPDJ_00640	CDS	417	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
HOBIDPDJ_00641	CDS	1242	mtr			Tryptophan-specific transport protein
HOBIDPDJ_00642	CDS	573	yeiP		COG0231	Elongation factor P-like protein
HOBIDPDJ_00643	CDS	327				hypothetical protein
HOBIDPDJ_00644	CDS	312				hypothetical protein
HOBIDPDJ_00645	CDS	723	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
HOBIDPDJ_00646	CDS	615	mepS	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
HOBIDPDJ_00647	CDS	348	yejG			putative protein YejG
HOBIDPDJ_00648	CDS	1185	bcr			Bicyclomycin resistance protein
HOBIDPDJ_00649	CDS	705	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
HOBIDPDJ_00650	CDS	1764	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
HOBIDPDJ_00651	CDS	285	rplY		COG1825	50S ribosomal protein L25
HOBIDPDJ_00652	CDS	1005	yejK_1		COG3081	Nucleoid-associated protein YejK
HOBIDPDJ_00653	CDS	228				hypothetical protein
HOBIDPDJ_00654	CDS	1734	yejM		COG3083	Inner membrane protein YejM
HOBIDPDJ_00655	tRNA	77				tRNA-Pro(ggg)
HOBIDPDJ_00656	CDS	315				hypothetical protein
HOBIDPDJ_00657	CDS	321				hypothetical protein
HOBIDPDJ_00658	CDS	300				hypothetical protein
HOBIDPDJ_00659	CDS	501				hypothetical protein
HOBIDPDJ_00660	CDS	414				hypothetical protein
HOBIDPDJ_00661	CDS	501				hypothetical protein
HOBIDPDJ_00662	CDS	138				hypothetical protein
HOBIDPDJ_00663	CDS	579	ydeN	3.-.-.-	COG3545	Putative hydrolase YdeN
HOBIDPDJ_00664	CDS	249				hypothetical protein
HOBIDPDJ_00665	CDS	747	yjhP			putative protein YjhP
HOBIDPDJ_00666	CDS	177				hypothetical protein
HOBIDPDJ_00667	CDS	159				hypothetical protein
HOBIDPDJ_00668	CDS	501				hypothetical protein
HOBIDPDJ_00669	CDS	756	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HOBIDPDJ_00670	CDS	927	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
HOBIDPDJ_00671	CDS	213	cspB		COG1278	Cold shock-like protein CspB
HOBIDPDJ_00672	CDS	858				hypothetical protein
HOBIDPDJ_00673	CDS	333				hypothetical protein
HOBIDPDJ_00674	CDS	897	rob_1		COG2207	Right origin-binding protein
HOBIDPDJ_00675	CDS	1497	pepD_2	3.4.-.-	COG4690	Dipeptidase
HOBIDPDJ_00676	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
HOBIDPDJ_00677	CDS	897	dmlR_2			HTH-type transcriptional regulator DmlR
HOBIDPDJ_00678	CDS	306	cbpM			Chaperone modulatory protein CbpM
HOBIDPDJ_00679	CDS	945	cbpA		COG2214	Curved DNA-binding protein
HOBIDPDJ_00680	CDS	333	yeaR		COG3615	putative protein YeaR
HOBIDPDJ_00681	CDS	345				hypothetical protein
HOBIDPDJ_00682	CDS	531	ttr	2.3.1.-		Acetyltransferase
HOBIDPDJ_00683	tRNA	88				tRNA-Ser(tga)
HOBIDPDJ_00684	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
HOBIDPDJ_00685	CDS	285	yccX	3.6.1.7	COG1254	Acylphosphatase
HOBIDPDJ_00686	CDS	321	hspQ		COG3785	Heat shock protein HspQ
HOBIDPDJ_00687	CDS	414	yccU		COG1832	putative protein YccU
HOBIDPDJ_00688	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
HOBIDPDJ_00689	CDS	2052	helD	3.6.4.12	COG0210	DNA helicase IV
HOBIDPDJ_00690	CDS	2175	yccS		COG1289	Inner membrane protein YccS
HOBIDPDJ_00691	CDS	615	sxy		COG3070	Protein Sxy
HOBIDPDJ_00692	CDS	555	sulA			Cell division inhibitor SulA
HOBIDPDJ_00693	CDS	1089	ompA			Outer membrane protein A
HOBIDPDJ_00694	CDS	504	matP		COG3120	Macrodomain Ter protein
HOBIDPDJ_00695	CDS	1743	lon_1	3.4.21.53		Lon protease
HOBIDPDJ_00696	CDS	519	fabA	4.2.1.59		3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
HOBIDPDJ_00697	CDS	171	rmf		COG3130	Ribosome modulation factor
HOBIDPDJ_00698	CDS	405				hypothetical protein
HOBIDPDJ_00699	CDS	573	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
HOBIDPDJ_00700	CDS	1653	pqiB		COG3008	Intermembrane transport protein PqiB
HOBIDPDJ_00701	CDS	1290	pqiA		COG2995	Intermembrane transport protein PqiA
HOBIDPDJ_00702	CDS	1932	uup		COG0488	ABC transporter ATP-binding protein uup
HOBIDPDJ_00703	CDS	2115	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
HOBIDPDJ_00704	CDS	1143	ycbX_2		COG0633	putative protein YcbX
HOBIDPDJ_00705	CDS	552	zapC			Cell division protein ZapC
HOBIDPDJ_00706	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
HOBIDPDJ_00707	CDS	1032	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
HOBIDPDJ_00708	CDS	2616	pepN	3.4.11.2	COG0308	Aminopeptidase N
